Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Vehicle_driver_relation,Driving_experience,Lanes_or_Medians,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_type,Cause_of_accident,Pedestrian_movement,Vehicle_movement,Road_allignment,Area_accident_occured,Sub_district,Source,Year,Accident_severity
Afternoon (14-18),Wednesday,31-50,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Wet or damp,Daylight,Raining and Windy,Vehicle with vehicle collision,4,1,Motorcycle,Other,Crossing from driver near side,Stopping,Tangent road with flat terrain,Residential areas,Bole,Mendeley,2017,Slight Injury
Afternoon (14-18),Wednesday,31-50,Male,Above high school,Owner,2-5yr,One way,T Shape,Earth roads,Dry,Daylight,Raining,Vehicle with vehicle collision,1,3,Lorry (41-100Q),Overspeed,Crossing from nearside,Stopping,Tangent road with flat terrain,Residential areas,Kolfe Keranio,Mendeley,2017,Serious Injury
Afternoon (14-18),Tuesday,31-50,Female,Above high school,Other,2-5yr,Undivided Two way,T Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Public (12 seats),Other,Not a Pedestrian,Going straight,Tangent road with flat terrain,Residential areas,Kolfe Keranio,Mendeley,2019,Slight Injury
Afternoon (14-18),Thursday,31-50,Female,High school,Owner,2-5yr,Undivided Two way,T Shape,Asphalt roads,Dry,Daylight,Raining,Vehicle with vehicle collision,3,1,Automobile,Other,Unknown or other,U-Turn,Tangent road with flat terrain,Residential areas,Kirkos,Mendeley,2018,Slight Injury
Night (22-6),Wednesday,31-50,Female,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,2,1,Taxi,Other,Unknown or other,Moving Backward,Tangent road with flat terrain,Residential areas,Kirkos,Mendeley,2018,Slight Injury
Afternoon (14-18),Friday,31-50,Male,High school,Employee,2-5yr,Undivided Two way,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Motorcycle,Other,Unknown or other,Stopping,Tangent road with flat terrain,Residential areas,Kirkos,Mendeley,2019,Slight Injury
Afternoon (14-18),Saturday,31-50,Male,Above high school,Owner,2-5yr,Two-way (divided with broken lines road marking),T Shape,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,3,Long lorry,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Outside Addis Ababa,Gulele,Mendeley,2019,Slight Injury
Afternoon (14-18),Wednesday,31-50,Male,Elementary school,Other,2-5yr,Double carriageway (median),No junction,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,4,3,Taxi,Other,Not a Pedestrian,Turnover,Tangent road with flat terrain,Residential areas,Gulele,Mendeley,2019,Slight Injury
Afternoon (14-18),Wednesday,31-50,Male,High school,Employee,2-5yr,Double carriageway (median),No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Public (12 seats),Other,Not a Pedestrian,Going straight,Tangent road with flat terrain,Residential areas,Addis Ketema,Mendeley,2017,Slight Injury
Afternoon (14-18),Wednesday,31-50,Male,High school,Owner,2-5yr,Two-way (divided with broken lines road marking),No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,3,Public (12 seats),Other,Not a Pedestrian,Turnover,Tangent road with flat terrain,Residential areas,Lideta,Mendeley,2017,Slight Injury
Afternoon (14-18),Monday,18-30,Male,Unknown,Owner,Below 1yr,Undivided Two way,Y Shape,Asphalt roads with some distress,Dry,Daylight,Raining,Vehicle with vehicle collision,1,8,Motorcycle,Overspeed,Crossing from driver near side,Going straight,Tangent road with flat terrain,Residential areas,Kolfe Keranio,Mendeley,2020,Fatal injury
Afternoon (14-18),Saturday,18-30,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Earth roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,2,1,Bajaj,Other,Crossing from driver near side,Going straight,Steep grade downward with mountainous terrain,Outside Addis Ababa,Akaki Kaliti,Mendeley,2020,Slight Injury
Afternoon (14-18),Saturday,31-50,Male,Unknown,Employee,2-5yr,One way,Crossing,Earth roads,Dry,Daylight,Raining,Vehicle with vehicle collision,2,4,Motorcycle,Drunk driving,Crossing from driver near side,Moving Backward,Steep grade downward with mountainous terrain,Residential areas,Lideta,Mendeley,2020,Fatal injury
Afternoon (14-18),Tuesday,31-50,Male,High school,Owner,2-5yr,Two-way (divided with broken lines road marking),Unknown,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,2,Automobile,Other,Crossing from driver near side,Going straight,Tangent road with flat terrain,Residential areas,Addis Ketema,Mendeley,2020,Slight Injury
Afternoon (14-18),Thursday,18-30,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Motorcycle,Other,Not a Pedestrian,Moving Backward,Tangent road with flat terrain,Residential areas,Nifas Silk-Lafto,Mendeley,2018,Slight Injury
Afternoon (14-18),Saturday,31-50,Male,Elementary school,Owner,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Dry,Daylight,Cloudy,Vehicle with vehicle collision,4,1,Taxi,Other,Not a Pedestrian,Stopping,Steep grade downward with mountainous terrain,Residential areas,Addis Ketema,Mendeley,2020,Slight Injury
Afternoon (14-18),Friday,18-30,Male,High school,Employee,Below 1yr,One way,Crossing,Asphalt roads with some distress,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,8,Long lorry,Drunk driving,Not a Pedestrian,Going straight,Tangent road with flat terrain,Residential areas,Lideta,Mendeley,2019,Fatal injury
Afternoon (14-18),Thursday,31-50,Male,Above high school,Employee,2-5yr,Two-way (divided with broken lines road marking),Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,2,Bajaj,Other,Crossing from nearside,U-Turn,Tangent road with flat terrain,Residential areas,Yeka,Mendeley,2017,Slight Injury
Night (22-6),Thursday,31-50,Male,Above high school,Owner,2-5yr,One way,No junction,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Taxi,Other,Not a Pedestrian,Turnover,Tangent road with flat terrain,Residential areas,Yeka,Mendeley,2018,Slight Injury
Afternoon (14-18),Monday,31-50,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),T Shape,Gravel roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Lorry (41-100Q),Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Gulele,Mendeley,2018,Slight Injury
Afternoon (14-18),Wednesday,18-30,Male,High school,Employee,2-5yr,Double carriageway (median),No junction,Gravel roads,Dry,Daylight,Raining and Windy,Vehicle with vehicle collision,1,3,Taxi,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Nifas Silk-Lafto,Mendeley,2020,Slight Injury
Afternoon (14-18),Thursday,31-50,Male,Unknown,Employee,Below 1yr,One way,T Shape,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Bajaj,Other,Not a Pedestrian,Turnover,Tangent road with flat terrain,Residential areas,Lideta,Mendeley,2017,Slight Injury
Night (22-6),Tuesday,31-50,Male,High school,Owner,2-5yr,Undivided Two way,No junction,Gravel roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,4,1,Automobile,Other,Not a Pedestrian,Turnover,Tangent road with flat terrain,Residential areas,Lideta,Mendeley,2019,Fatal injury
Afternoon (14-18),Sunday,31-50,Male,Above high school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,1,1,Bajaj,Other,Unknown or other,Stopping,Tangent road with flat terrain,Residential areas,Addis Ketema,Mendeley,2020,Slight Injury
Afternoon (14-18),Monday,18-30,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,7,Lorry (41-100Q),Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Bole,Mendeley,2019,Slight Injury
Afternoon (14-18),Saturday,31-50,Male,High school,Owner,2-5yr,Undivided Two way,Crossing,Asphalt roads with some distress,Wet or damp,Daylight,Raining and Windy,Vehicle with vehicle collision,2,1,Automobile,Overspeed,Not a Pedestrian,Turnover,Tangent road with flat terrain,Residential areas,Addis Ketema,Mendeley,2018,Serious Injury
Night (22-6),Tuesday,31-50,Male,Elementary school,Employee,2-5yr,One way,No junction,Asphalt roads,Wet or damp,Darkness - no lighting,Raining,Vehicle with vehicle collision,1,4,Automobile,Other,Crossing from nearside,Going straight,Steep grade downward with mountainous terrain,Outside Addis Ababa,Bole,Mendeley,2018,Fatal injury
Afternoon (14-18),Friday,31-50,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),Crossing,Asphalt roads with some distress,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,2,1,Motorcycle,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Kirkos,Mendeley,2018,Slight Injury
Afternoon (14-18),Thursday,31-50,Male,Elementary school,Other,Below 1yr,Two-way (divided with broken lines road marking),No junction,Earth roads,Dry,Daylight,Raining,Vehicle with vehicle collision,1,3,Automobile,Other,Not a Pedestrian,Stopping,Tangent road with flat terrain,Residential areas,Bole,Mendeley,2019,Slight Injury
Afternoon (14-18),Sunday,18-30,Male,High school,Owner,2-5yr,Undivided Two way,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Bajaj,Other,Unknown or other,Going straight,Tangent road with flat terrain,Residential areas,Bole,Mendeley,2020,Slight Injury
Night (22-6),Thursday,31-50,Male,Above high school,Employee,2-5yr,Double carriageway (median),T Shape,Asphalt roads with some distress,Dry,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,2,Motorcycle,Overspeed,Crossing from nearside,U-Turn,Tangent road with flat terrain,Residential areas,Gulele,Mendeley,2018,Fatal injury
Afternoon (14-18),Saturday,31-50,Male,Unknown,Owner,Below 1yr,Two-way (divided with broken lines road marking),Unknown,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Lorry (41-100Q),Other,Not a Pedestrian,Going straight,Tangent road with flat terrain,Residential areas,Nifas Silk-Lafto,Mendeley,2019,Slight Injury
Afternoon (14-18),Sunday,31-50,Male,Above high school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads,Dry,Daylight,Raining and Windy,Vehicle with vehicle collision,1,4,Long lorry,Other,Unknown or other,Turnover,Tangent road with flat terrain,Residential areas,Kirkos,Mendeley,2020,Slight Injury
Night (22-6),Wednesday,18-30,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Public (12 seats),Other,Crossing from driver near side,Turnover,Tangent road with flat terrain,Residential areas,Bole,Mendeley,2017,Slight Injury
Afternoon (14-18),Wednesday,31-50,Male,Elementary school,Owner,2-5yr,Undivided Two way,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,3,Long lorry,Other,Not a Pedestrian,Going straight,Tangent road with flat terrain,Residential areas,Lideta,Mendeley,2018,Slight Injury
Afternoon (14-18),Tuesday,31-50,Male,Above high school,Employee,Below 1yr,Double carriageway (median),Crossing,Asphalt roads with some distress,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,4,Automobile,Other,Crossing from nearside,Stopping,Steep grade downward with mountainous terrain,Residential areas,Kirkos,Mendeley,2018,Fatal injury
Afternoon (14-18),Tuesday,18-30,Male,High school,Owner,2-5yr,Undivided Two way,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,2,Public (12 seats),Other,Crossing from nearside,Turnover,Tangent road with flat terrain,Residential areas,Akaki Kaliti,Mendeley,2020,Slight Injury
Afternoon (14-18),Friday,31-50,Male,High school,Other,2-5yr,Undivided Two way,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Rollover,4,6,Taxi,Other,Crossing from driver near side,Going straight,Tangent road with flat terrain,Residential areas,Kirkos,Mendeley,2017,Fatal injury
Afternoon (14-18),Thursday,18-30,Male,Elementary school,Other,2-5yr,Undivided Two way,Y Shape,Asphalt roads,Dry,Daylight,Raining,Vehicle with vehicle collision,2,2,Automobile,Other,Crossing from driver near side,Stopping,Tangent road with flat terrain,Residential areas,Yeka,Mendeley,2017,Slight Injury
Afternoon (14-18),Thursday,31-50,Male,High school,Employee,2-5yr,One way,Y Shape,Earth roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,3,1,Motorcycle,Other,Crossing from driver near side,U-Turn,Tangent road with flat terrain,Residential areas,Akaki Kaliti,Mendeley,2020,Slight Injury
Night (22-6),Sunday,31-50,Female,High school,Employee,Below 1yr,Double carriageway (median),Y Shape,Asphalt roads,Dry,Darkness - no lighting,Raining,Vehicle with vehicle collision,2,2,Automobile,Other,Crossing from nearside,U-Turn,Tangent road with flat terrain,Residential areas,Addis Ketema,Mendeley,2019,Fatal injury
Night (22-6),Sunday,18-30,Male,Elementary school,Owner,2-5yr,Undivided Two way,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Taxi,Other,Not a Pedestrian,Moving Backward,Tangent road with flat terrain,Residential areas,Yeka,Mendeley,2019,Slight Injury
Afternoon (14-18),Wednesday,31-50,Male,High school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads with some distress,Dry,Daylight,Normal,Rollover,3,3,Motorcycle,Other,Crossing from driver near side,Turnover,Tangent road with flat terrain,Residential areas,Gulele,Mendeley,2017,Serious Injury
Afternoon (14-18),Friday,31-50,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Earth roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,1,3,Automobile,Other,Crossing from nearside,Going straight,Tangent road with flat terrain,Residential areas,Akaki Kaliti,Mendeley,2020,Slight Injury
Afternoon (14-18),Thursday,18-30,Male,Elementary school,Employee,2-5yr,One way,No junction,Asphalt roads,Wet or damp,Daylight,Normal,Vehicle with vehicle collision,4,1,Taxi,Other,Crossing from driver near side,Stopping,Tangent road with flat terrain,Residential areas,Yeka,Mendeley,2017,Slight Injury
Afternoon (14-18),Tuesday,31-50,Male,High school,Employee,2-5yr,Double carriageway (median),T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,3,1,Lorry (41-100Q),Other,Crossing from nearside,Stopping,Tangent road with flat terrain,Residential areas,Kirkos,Mendeley,2020,Slight Injury
Night (22-6),Tuesday,18-30,Male,High school,Owner,2-5yr,Two-way (divided with broken lines road marking),Y Shape,Asphalt roads with some distress,Dry,Daylight,Cloudy,Vehicle with vehicle collision,3,1,Automobile,Other,Crossing from nearside,Stopping,Steep grade downward with mountainous terrain,Residential areas,Kirkos,Mendeley,2017,Serious Injury
Night (22-6),Thursday,31-50,Male,Elementary school,Employee,2-5yr,One way,Crossing,Asphalt roads,Dry,Darkness - no lighting,Cloudy,Vehicle with vehicle collision,1,3,Public (12 seats),Other,Crossing from nearside,Moving Backward,Tangent road with flat terrain,Residential areas,Lideta,Mendeley,2020,Serious Injury
Afternoon (14-18),Sunday,31-50,Male,High school,Owner,2-5yr,Undivided Two way,No junction,Asphalt roads with some distress,Dry,Daylight,Raining,Rollover,3,2,Automobile,Other,Not a Pedestrian,Going straight,Tangent road with flat terrain,Residential areas,Yeka,Mendeley,2019,Serious Injury
Afternoon (14-18),Sunday,18-30,Male,Above high school,Owner,Below 1yr,Undivided Two way,T Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,4,1,Automobile,Other,Unknown or other,Stopping,Steep grade downward with mountainous terrain,Outside Addis Ababa,Addis Ketema,Mendeley,2019,Serious Injury
Afternoon (14-18),Wednesday,18-30,Male,Elementary school,Employee,2-5yr,Two-way (divided with broken lines road marking),No junction,Asphalt roads with some distress,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,2,Taxi,Other,Unknown or other,U-Turn,Tangent road with flat terrain,Residential areas,Kolfe Keranio,Mendeley,2019,Slight Injury
Afternoon (14-18),Monday,18-30,Male,Elementary school,Owner,2-5yr,One way,T Shape,Asphalt roads,Dry,Darkness - no lighting,Raining and Windy,Rollover,3,2,Automobile,Other,Unknown or other,Going straight,Tangent road with flat terrain,Outside Addis Ababa,Kolfe Keranio,Mendeley,2018,Fatal injury
Afternoon (14-18),Tuesday,31-50,Male,High school,Employee,2-5yr,One way,No junction,Asphalt roads,Dry,Darkness - no lighting,Normal,Vehicle with vehicle collision,3,3,Public (12 seats),Other,Not a Pedestrian,Going straight,Tangent road with flat terrain,Residential areas,Addis Ketema,Mendeley,2018,Serious Injury
Afternoon (14-18),Friday,31-50,Male,Above high school,Other,2-5yr,Double carriageway (median),Y Shape,Asphalt roads,Wet or damp,Darkness - no lighting,Normal,Vehicle with vehicle collision,1,3,Taxi,Other,Not a Pedestrian,Going straight,Tangent road with flat terrain,Residential areas,Arada,Mendeley,2018,Serious Injury
Afternoon (14-18),Sunday,18-30,Male,High school,Employee,2-5yr,Double carriageway (median),T Shape,Earth roads,Dry,Daylight,Raining,Vehicle with vehicle collision,2,1,Taxi,Other,Unknown or other,Going straight,Tangent road with flat terrain,Residential areas,Kolfe Keranio,Mendeley,2020,Slight Injury
